hdop,satellites,vibration_x,gps_trust_score,action_taken,scenario
1.93,6,0.012,0.5425,SWITCH_TO_NON_GPS,Medium_GPS
0.73,21,0.851,0.8275,CAUTION,Excellent_GPS
0.92,11,0.259,0.71,CAUTION,Good_GPS
2.32,21,0.354,0.675,CAUTION,Medium_GPS
1.72,15,0.442,0.73,CAUTION,Medium_GPS
2.96,8,0.0,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
1.04,18,0.09,0.8375,CAUTION,Good_GPS
3.41,9,0.121,0.41,SWITCH_TO_NON_GPS,Poor_GPS
0.97,19,0.357,0.7975,CAUTION,Good_GPS
1.2,11,0.267,0.6425,CAUTION,Good_GPS
1.25,10,0.325,0.6425,CAUTION,Good_GPS
2.15,18,0.115,0.68,CAUTION,Medium_GPS
3.15,7,0.294,0.37,SWITCH_TO_NON_GPS,Poor_GPS
3.24,22,0.225,0.5625,CAUTION,Poor_GPS
1.55,20,0.743,0.715,CAUTION,Medium_GPS
2.4,18,0.424,0.64,CAUTION,Medium_GPS
3.39,6,0.268,0.3,SWITCH_TO_NON_GPS,Poor_GPS
1.04,13,0.183,0.75,CAUTION,Good_GPS
2.52,8,0.344,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
0.77,12,0.624,0.705,CAUTION,Good_GPS
0.78,16,0.608,0.7925,CAUTION,Good_GPS
2.98,18,0.534,0.59,CAUTION,Poor_GPS
1.91,20,0.149,0.805,CAUTION,Medium_GPS
1.22,19,0.006,0.77,CAUTION,Good_GPS
0.91,18,0.778,0.7475,CAUTION,Good_GPS
1.18,6,0.438,0.57,CAUTION,Good_GPS
1.49,18,0.202,0.73,CAUTION,Good_GPS
1.37,8,0.16,0.6125,CAUTION,Good_GPS
3.38,16,0.276,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.36,17,0.169,0.77,CAUTION,Good_GPS
3.08,12,0.579,0.39,SWITCH_TO_NON_GPS,Poor_GPS
1.96,18,0.344,0.73,CAUTION,Medium_GPS
1.71,20,0.286,0.765,CAUTION,Medium_GPS
2.53,11,0.515,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.72,7,0.433,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
3.21,19,0.299,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.56,9,0.166,0.6125,CAUTION,Medium_GPS
3.1,13,0.114,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.97,10,0.147,0.75,CAUTION,Good_GPS
1.65,20,0.061,0.805,CAUTION,Medium_GPS
1.32,19,0.488,0.73,CAUTION,Good_GPS
1.12,21,0.256,0.8325,CAUTION,Good_GPS
1.18,10,0.273,0.71,CAUTION,Good_GPS
3.5,12,0.447,0.44,SWITCH_TO_NON_GPS,Poor_GPS
3.02,14,0.091,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.79,12,0.088,0.5925,CAUTION,Poor_GPS
2.74,16,0.512,0.59,CAUTION,Poor_GPS
0.59,19,0.364,0.8425,CAUTION,Good_GPS
1.76,15,0.281,0.73,CAUTION,Medium_GPS
2.78,7,0.539,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
3.12,20,0.378,0.5625,CAUTION,Poor_GPS
1.29,20,0.132,0.805,CAUTION,Good_GPS
1.59,10,0.25,0.6425,CAUTION,Medium_GPS
1.34,6,0.328,0.5025,SWITCH_TO_NON_GPS,Good_GPS
1.74,15,0.241,0.73,CAUTION,Medium_GPS
3.37,14,0.095,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.87,17,0.733,0.68,CAUTION,Medium_GPS
1.9,9,0.014,0.6125,CAUTION,Medium_GPS
3.21,13,0.302,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.48,10,0.243,0.6425,CAUTION,Good_GPS
1.36,16,0.098,0.77,CAUTION,Good_GPS
1.03,14,0.184,0.75,CAUTION,Good_GPS
2.93,19,0.231,0.64,CAUTION,Poor_GPS
3.39,14,0.394,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.73,6,0.303,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
2.3,14,0.069,0.5925,CAUTION,Medium_GPS
0.67,15,0.133,0.8825,GPS_OK,Good_GPS
3.0,6,0.022,0.34,SWITCH_TO_NON_GPS,Poor_GPS
2.28,6,0.869,0.3625,SWITCH_TO_NON_GPS,Medium_GPS
3.15,8,0.32,0.37,SWITCH_TO_NON_GPS,Poor_GPS
3.0,21,0.265,0.5625,CAUTION,Poor_GPS
0.55,22,0.426,0.8775,GPS_OK,Excellent_GPS
1.43,19,0.498,0.73,CAUTION,Good_GPS
2.55,18,0.474,0.64,CAUTION,Poor_GPS
1.79,21,0.38,0.765,CAUTION,Medium_GPS
0.94,11,0.483,0.71,CAUTION,Good_GPS
2.64,10,0.494,0.5525,CAUTION,Poor_GPS
0.88,18,0.043,0.8375,CAUTION,Good_GPS
2.85,16,0.015,0.68,CAUTION,Poor_GPS
2.58,18,0.002,0.68,CAUTION,Poor_GPS
1.47,15,0.005,0.77,CAUTION,Good_GPS
2.14,7,0.29,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.44,12,0.289,0.6425,CAUTION,Good_GPS
1.38,17,0.571,0.68,CAUTION,Good_GPS
2.56,7,0.517,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
0.9,6,0.631,0.52,SWITCH_TO_NON_GPS,Good_GPS
2.11,9,0.201,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.75,17,0.225,0.8425,CAUTION,Good_GPS
1.38,7,0.188,0.6125,CAUTION,Good_GPS
1.75,11,0.314,0.6425,CAUTION,Medium_GPS
2.21,8,0.23,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
3.15,7,0.49,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.59,19,0.453,0.73,CAUTION,Medium_GPS
1.64,13,0.279,0.6425,CAUTION,Medium_GPS
2.52,13,0.172,0.5925,CAUTION,Poor_GPS
2.53,21,0.581,0.625,CAUTION,Poor_GPS
1.83,15,0.292,0.73,CAUTION,Medium_GPS
2.08,19,0.571,0.59,CAUTION,Medium_GPS
1.09,20,0.119,0.8725,GPS_OK,Good_GPS
2.31,11,0.773,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.36,20,0.155,0.805,CAUTION,Good_GPS
1.44,11,0.321,0.6425,CAUTION,Good_GPS
1.03,14,0.662,0.66,CAUTION,Good_GPS
0.95,18,0.134,0.8375,CAUTION,Good_GPS
1.56,6,0.142,0.5425,SWITCH_TO_NON_GPS,Medium_GPS
2.22,12,0.231,0.5525,CAUTION,Medium_GPS
2.98,12,0.335,0.5525,CAUTION,Poor_GPS
1.66,16,0.358,0.73,CAUTION,Medium_GPS
3.11,9,0.356,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.02,9,0.029,0.68,CAUTION,Good_GPS
0.72,10,0.382,0.755,CAUTION,Good_GPS
1.94,10,0.502,0.5925,CAUTION,Medium_GPS
2.76,14,0.282,0.5525,CAUTION,Poor_GPS
1.05,15,0.003,0.8375,CAUTION,Good_GPS
1.12,17,0.107,0.8375,CAUTION,Good_GPS
1.15,11,0.297,0.71,CAUTION,Good_GPS
2.43,16,0.739,0.59,CAUTION,Medium_GPS
1.96,21,0.053,0.805,CAUTION,Medium_GPS
1.51,13,0.186,0.6825,CAUTION,Medium_GPS
2.44,14,0.291,0.5525,CAUTION,Medium_GPS
3.23,10,0.222,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.33,21,0.296,0.765,CAUTION,Good_GPS
0.69,20,0.373,0.8775,GPS_OK,Excellent_GPS
1.92,22,0.598,0.715,CAUTION,Medium_GPS
3.24,14,0.348,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.9,8,0.265,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
2.99,10,0.418,0.5525,CAUTION,Poor_GPS
1.29,12,0.127,0.6825,CAUTION,Good_GPS
2.42,11,0.026,0.5925,CAUTION,Medium_GPS
0.95,7,0.22,0.64,CAUTION,Good_GPS
1.91,6,0.607,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
1.66,14,0.645,0.5925,CAUTION,Medium_GPS
3.47,20,0.6,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
1.52,11,0.137,0.6825,CAUTION,Medium_GPS
2.15,17,0.133,0.68,CAUTION,Medium_GPS
2.8,6,0.24,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
2.85,17,0.486,0.64,CAUTION,Poor_GPS
3.17,16,0.113,0.5675,CAUTION,Poor_GPS
2.89,21,0.364,0.675,CAUTION,Poor_GPS
2.58,22,0.272,0.675,CAUTION,Poor_GPS
2.44,17,0.367,0.64,CAUTION,Medium_GPS
2.5,15,0.128,0.68,CAUTION,Poor_GPS
1.17,8,0.035,0.68,CAUTION,Good_GPS
2.72,22,0.541,0.625,CAUTION,Poor_GPS
2.79,8,0.618,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
0.61,12,0.343,0.755,CAUTION,Good_GPS
0.69,15,0.308,0.8425,CAUTION,Good_GPS
0.95,16,0.578,0.7475,CAUTION,Good_GPS
2.03,15,0.079,0.68,CAUTION,Medium_GPS
2.67,11,0.228,0.5525,CAUTION,Poor_GPS
2.72,14,0.362,0.5525,CAUTION,Poor_GPS
1.0,9,0.064,0.68,CAUTION,Good_GPS
1.08,18,0.199,0.8375,CAUTION,Good_GPS
1.41,6,0.364,0.5025,SWITCH_TO_NON_GPS,Good_GPS
3.01,13,0.048,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.11,13,0.273,0.71,CAUTION,Good_GPS
1.36,20,0.255,0.765,CAUTION,Good_GPS
3.11,7,0.226,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.8,20,0.254,0.675,CAUTION,Poor_GPS
3.09,12,0.054,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.51,8,0.207,0.685,CAUTION,Good_GPS
3.28,7,0.319,0.37,SWITCH_TO_NON_GPS,Poor_GPS
3.41,16,0.5,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.61,16,0.518,0.68,CAUTION,Medium_GPS
0.81,18,0.554,0.7475,CAUTION,Good_GPS
0.54,10,0.4,0.755,CAUTION,Good_GPS
0.92,10,0.389,0.71,CAUTION,Good_GPS
2.12,15,0.55,0.59,CAUTION,Medium_GPS
1.71,13,0.14,0.6825,CAUTION,Medium_GPS
3.05,7,0.324,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.93,20,0.397,0.675,CAUTION,Poor_GPS
0.6,15,0.488,0.8425,CAUTION,Good_GPS
2.59,16,0.306,0.64,CAUTION,Poor_GPS
3.42,11,0.65,0.39,SWITCH_TO_NON_GPS,Poor_GPS
0.68,13,0.784,0.705,CAUTION,Good_GPS
1.58,8,0.178,0.6125,CAUTION,Medium_GPS
3.35,22,0.202,0.5625,CAUTION,Poor_GPS
3.33,11,0.065,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.95,21,0.311,0.765,CAUTION,Medium_GPS
0.75,15,0.3,0.8425,CAUTION,Good_GPS
1.2,12,0.191,0.6825,CAUTION,Good_GPS
2.41,16,0.031,0.68,CAUTION,Medium_GPS
2.48,12,0.247,0.5525,CAUTION,Medium_GPS
2.34,19,0.072,0.68,CAUTION,Medium_GPS
2.12,13,0.457,0.5525,CAUTION,Medium_GPS
1.36,17,0.167,0.77,CAUTION,Good_GPS
0.91,17,0.663,0.7475,CAUTION,Good_GPS
1.13,16,0.224,0.7975,CAUTION,Good_GPS
2.76,21,0.387,0.675,CAUTION,Poor_GPS
3.38,11,0.47,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.58,13,0.091,0.5925,CAUTION,Poor_GPS
1.05,15,0.357,0.7975,CAUTION,Good_GPS
3.33,15,0.398,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.17,22,0.481,0.675,CAUTION,Medium_GPS
2.54,16,0.095,0.68,CAUTION,Poor_GPS
2.45,22,0.202,0.675,CAUTION,Medium_GPS
3.31,10,0.078,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.99,14,0.114,0.5925,CAUTION,Poor_GPS
1.24,21,0.15,0.805,CAUTION,Good_GPS
1.01,12,0.366,0.71,CAUTION,Good_GPS
2.74,7,0.26,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.16,11,0.175,0.75,CAUTION,Good_GPS
2.82,14,0.258,0.5525,CAUTION,Poor_GPS
1.12,13,0.394,0.71,CAUTION,Good_GPS
1.97,17,0.205,0.73,CAUTION,Medium_GPS
2.65,10,0.211,0.5525,CAUTION,Poor_GPS
2.18,6,0.365,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
2.99,20,0.416,0.675,CAUTION,Poor_GPS
1.77,7,0.501,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.24,12,0.291,0.5525,CAUTION,Medium_GPS
0.64,6,0.552,0.565,CAUTION,Good_GPS
1.45,14,0.915,0.5925,CAUTION,Good_GPS
1.59,11,0.367,0.6425,CAUTION,Medium_GPS
1.87,21,0.413,0.765,CAUTION,Medium_GPS
1.45,15,0.09,0.77,CAUTION,Good_GPS
1.65,9,0.196,0.6125,CAUTION,Medium_GPS
2.17,8,0.824,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
1.02,20,0.415,0.8325,CAUTION,Good_GPS
3.12,9,0.439,0.37,SWITCH_TO_NON_GPS,Poor_GPS
3.0,17,0.115,0.5675,CAUTION,Poor_GPS
1.11,13,0.098,0.75,CAUTION,Good_GPS
1.65,22,0.49,0.765,CAUTION,Medium_GPS
2.2,17,0.086,0.68,CAUTION,Medium_GPS
1.74,19,0.548,0.68,CAUTION,Medium_GPS
3.12,9,0.116,0.41,SWITCH_TO_NON_GPS,Poor_GPS
1.6,8,0.445,0.5725,CAUTION,Medium_GPS
1.82,22,0.611,0.715,CAUTION,Medium_GPS
1.0,7,0.158,0.68,CAUTION,Good_GPS
2.92,12,0.006,0.5925,CAUTION,Poor_GPS
2.16,11,0.294,0.5525,CAUTION,Medium_GPS
2.95,14,0.778,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
1.11,13,0.194,0.75,CAUTION,Good_GPS
3.47,10,0.26,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.34,7,0.374,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
3.04,9,0.027,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.39,15,0.42,0.64,CAUTION,Medium_GPS
2.4,16,0.504,0.59,CAUTION,Medium_GPS
2.96,12,0.03,0.5925,CAUTION,Poor_GPS
1.11,12,0.412,0.71,CAUTION,Good_GPS
3.01,13,0.142,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.35,14,0.507,0.5925,CAUTION,Good_GPS
2.02,22,0.224,0.675,CAUTION,Medium_GPS
1.79,15,0.248,0.73,CAUTION,Medium_GPS
0.71,10,0.742,0.705,CAUTION,Good_GPS
0.73,15,0.383,0.8425,CAUTION,Good_GPS
0.78,6,0.3,0.615,CAUTION,Good_GPS
3.26,12,0.331,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.05,8,0.062,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.87,13,0.237,0.5525,CAUTION,Poor_GPS
3.39,13,0.785,0.39,SWITCH_TO_NON_GPS,Poor_GPS
3.08,16,0.083,0.5675,CAUTION,Poor_GPS
3.21,11,0.53,0.39,SWITCH_TO_NON_GPS,Poor_GPS
3.04,11,0.513,0.39,SWITCH_TO_NON_GPS,Poor_GPS
3.25,17,0.291,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.98,10,0.004,0.6825,CAUTION,Medium_GPS
2.74,18,0.573,0.59,CAUTION,Poor_GPS
0.7,11,0.012,0.795,CAUTION,Good_GPS
1.94,16,0.424,0.73,CAUTION,Medium_GPS
3.11,13,0.126,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.48,17,0.623,0.68,CAUTION,Good_GPS
1.46,13,0.352,0.6425,CAUTION,Good_GPS
2.06,10,0.899,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.01,9,0.002,0.68,CAUTION,Good_GPS
3.28,8,0.351,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.46,8,0.088,0.6125,CAUTION,Good_GPS
2.53,21,0.164,0.715,CAUTION,Poor_GPS
2.12,16,0.261,0.64,CAUTION,Medium_GPS
1.02,10,0.33,0.71,CAUTION,Good_GPS
1.2,7,0.302,0.5725,CAUTION,Good_GPS
2.08,7,0.237,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.59,18,0.194,0.77,CAUTION,Medium_GPS
2.08,8,0.122,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
0.91,11,0.208,0.71,CAUTION,Good_GPS
1.92,21,0.173,0.805,CAUTION,Medium_GPS
1.9,19,0.295,0.73,CAUTION,Medium_GPS
0.52,7,0.161,0.725,CAUTION,Good_GPS
1.03,10,0.132,0.75,CAUTION,Good_GPS
1.03,7,0.306,0.64,CAUTION,Good_GPS
2.69,19,0.072,0.68,CAUTION,Poor_GPS
2.01,14,0.551,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
0.93,16,0.145,0.8375,CAUTION,Good_GPS
1.98,7,0.014,0.6125,CAUTION,Medium_GPS
0.86,19,0.647,0.7475,CAUTION,Good_GPS
2.63,14,0.03,0.5925,CAUTION,Poor_GPS
1.15,21,0.174,0.8725,GPS_OK,Good_GPS
1.51,22,0.59,0.715,CAUTION,Medium_GPS
2.57,14,0.098,0.5925,CAUTION,Poor_GPS
1.9,20,0.254,0.765,CAUTION,Medium_GPS
0.57,8,0.227,0.685,CAUTION,Good_GPS
0.53,14,0.141,0.795,CAUTION,Good_GPS
0.54,15,0.42,0.8425,CAUTION,Good_GPS
1.75,18,0.514,0.68,CAUTION,Medium_GPS
0.93,16,0.874,0.7475,CAUTION,Good_GPS
2.16,11,0.869,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.73,15,0.034,0.68,CAUTION,Poor_GPS
2.52,20,0.207,0.675,CAUTION,Poor_GPS
1.66,6,0.149,0.5425,SWITCH_TO_NON_GPS,Medium_GPS
3.28,20,0.552,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
1.97,8,0.232,0.5725,CAUTION,Medium_GPS
1.99,18,0.308,0.73,CAUTION,Medium_GPS
0.79,16,0.064,0.8825,GPS_OK,Good_GPS
1.65,16,0.357,0.73,CAUTION,Medium_GPS
1.44,16,0.432,0.73,CAUTION,Good_GPS
0.81,15,0.488,0.7975,CAUTION,Good_GPS
1.48,19,0.409,0.73,CAUTION,Good_GPS
2.28,14,0.35,0.5525,CAUTION,Medium_GPS
2.71,10,0.137,0.5925,CAUTION,Poor_GPS
0.78,12,0.246,0.755,CAUTION,Good_GPS
2.95,9,0.47,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.14,11,0.393,0.71,CAUTION,Good_GPS
3.19,12,0.518,0.39,SWITCH_TO_NON_GPS,Poor_GPS
1.83,16,0.335,0.73,CAUTION,Medium_GPS
1.12,19,0.334,0.7975,CAUTION,Good_GPS
0.51,22,0.156,0.9175,GPS_OK,Excellent_GPS
2.72,11,0.331,0.5525,CAUTION,Poor_GPS
0.68,12,0.747,0.705,CAUTION,Good_GPS
1.77,12,0.099,0.6825,CAUTION,Medium_GPS
0.67,22,0.062,0.9175,GPS_OK,Excellent_GPS
1.23,16,0.475,0.73,CAUTION,Good_GPS
1.87,22,0.252,0.765,CAUTION,Medium_GPS
3.32,22,0.189,0.6025,CAUTION,Poor_GPS
2.74,16,0.376,0.64,CAUTION,Poor_GPS
1.98,18,0.166,0.77,CAUTION,Medium_GPS
1.16,21,0.351,0.8325,CAUTION,Good_GPS
1.86,8,0.317,0.5725,CAUTION,Medium_GPS
2.65,15,0.291,0.64,CAUTION,Poor_GPS
2.41,7,0.314,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.35,22,0.458,0.765,CAUTION,Good_GPS
1.62,7,0.36,0.5725,CAUTION,Medium_GPS
0.59,15,0.511,0.7925,CAUTION,Good_GPS
3.34,13,0.588,0.39,SWITCH_TO_NON_GPS,Poor_GPS
2.72,16,0.407,0.64,CAUTION,Poor_GPS
1.91,20,0.525,0.715,CAUTION,Medium_GPS
0.74,18,0.252,0.8425,CAUTION,Good_GPS
3.04,10,0.144,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.09,8,0.265,0.64,CAUTION,Good_GPS
2.9,17,0.219,0.64,CAUTION,Poor_GPS
1.36,21,0.169,0.805,CAUTION,Good_GPS
0.61,19,0.104,0.8825,GPS_OK,Good_GPS
2.13,13,0.164,0.5925,CAUTION,Medium_GPS
1.67,19,0.383,0.73,CAUTION,Medium_GPS
3.44,22,0.583,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
3.11,15,0.784,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
3.46,14,0.051,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.07,16,0.328,0.7975,CAUTION,Good_GPS
1.48,13,0.483,0.6425,CAUTION,Good_GPS
2.36,6,0.335,0.4125,SWITCH_TO_NON_GPS,Medium_GPS
2.33,17,0.412,0.64,CAUTION,Medium_GPS
1.56,6,0.668,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
2.99,9,0.564,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
3.47,9,0.937,0.32,SWITCH_TO_NON_GPS,Poor_GPS
1.73,16,0.144,0.77,CAUTION,Medium_GPS
3.0,9,0.028,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.15,20,0.514,0.625,CAUTION,Medium_GPS
1.8,14,0.257,0.6425,CAUTION,Medium_GPS
1.64,18,0.394,0.73,CAUTION,Medium_GPS
3.49,9,0.287,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.07,7,0.395,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.87,21,0.04,0.805,CAUTION,Medium_GPS
1.59,21,0.186,0.805,CAUTION,Medium_GPS
1.71,15,0.389,0.73,CAUTION,Medium_GPS
1.1,9,0.04,0.68,CAUTION,Good_GPS
1.36,19,0.055,0.77,CAUTION,Good_GPS
2.47,15,0.469,0.64,CAUTION,Medium_GPS
0.67,14,0.525,0.705,CAUTION,Good_GPS
2.09,10,0.555,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.56,20,0.071,0.805,CAUTION,Medium_GPS
3.09,8,0.549,0.32,SWITCH_TO_NON_GPS,Poor_GPS
2.06,16,0.411,0.64,CAUTION,Medium_GPS
0.92,17,0.329,0.7975,CAUTION,Good_GPS
1.61,10,0.624,0.5925,CAUTION,Medium_GPS
2.81,19,0.85,0.59,CAUTION,Poor_GPS
0.59,21,0.568,0.8275,CAUTION,Excellent_GPS
3.33,10,0.28,0.44,SWITCH_TO_NON_GPS,Poor_GPS
0.78,7,0.573,0.635,CAUTION,Good_GPS
3.48,9,0.146,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.86,18,0.205,0.64,CAUTION,Poor_GPS
0.63,10,0.035,0.795,CAUTION,Good_GPS
2.26,11,0.586,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.72,14,0.143,0.5925,CAUTION,Poor_GPS
0.85,15,0.659,0.7475,CAUTION,Good_GPS
1.77,17,0.096,0.77,CAUTION,Medium_GPS
0.79,13,0.09,0.795,CAUTION,Good_GPS
1.51,8,0.332,0.5725,CAUTION,Medium_GPS
2.99,19,0.301,0.64,CAUTION,Poor_GPS
1.21,8,0.026,0.6125,CAUTION,Good_GPS
1.74,22,0.24,0.765,CAUTION,Medium_GPS
2.51,6,0.139,0.4525,SWITCH_TO_NON_GPS,Poor_GPS
1.4,7,0.321,0.5725,CAUTION,Good_GPS
2.4,11,0.724,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.16,20,0.292,0.675,CAUTION,Medium_GPS
1.64,22,0.315,0.765,CAUTION,Medium_GPS
1.58,18,0.367,0.73,CAUTION,Medium_GPS
1.49,18,0.481,0.73,CAUTION,Good_GPS
0.97,16,0.26,0.7975,CAUTION,Good_GPS
3.03,12,0.148,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.08,11,0.421,0.5525,CAUTION,Medium_GPS
1.12,8,0.206,0.64,CAUTION,Good_GPS
1.93,14,0.365,0.6425,CAUTION,Medium_GPS
1.96,9,0.204,0.5725,CAUTION,Medium_GPS
2.88,18,0.274,0.64,CAUTION,Poor_GPS
1.61,8,0.791,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.59,21,0.495,0.675,CAUTION,Poor_GPS
3.2,22,0.299,0.5625,CAUTION,Poor_GPS
2.28,7,0.388,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
1.38,17,0.466,0.73,CAUTION,Good_GPS
2.97,8,0.553,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
0.56,19,0.66,0.7925,CAUTION,Good_GPS
0.74,9,0.387,0.685,CAUTION,Good_GPS
2.53,9,0.529,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
0.64,12,0.062,0.795,CAUTION,Good_GPS
1.89,20,0.565,0.715,CAUTION,Medium_GPS
2.62,13,0.764,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.3,22,0.485,0.675,CAUTION,Medium_GPS
1.02,20,0.433,0.8325,CAUTION,Good_GPS
1.38,10,0.193,0.6825,CAUTION,Good_GPS
1.78,9,0.578,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.87,20,0.066,0.805,CAUTION,Medium_GPS
1.48,20,0.168,0.805,CAUTION,Good_GPS
1.83,19,0.219,0.73,CAUTION,Medium_GPS
1.69,14,0.346,0.6425,CAUTION,Medium_GPS
2.13,11,0.012,0.5925,CAUTION,Medium_GPS
2.48,12,0.185,0.5925,CAUTION,Medium_GPS
1.63,6,0.155,0.5425,SWITCH_TO_NON_GPS,Medium_GPS
2.47,10,0.437,0.5525,CAUTION,Medium_GPS
3.24,19,0.509,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.23,22,0.097,0.805,CAUTION,Good_GPS
2.27,14,0.082,0.5925,CAUTION,Medium_GPS
3.01,11,0.092,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.3,14,0.315,0.5525,CAUTION,Medium_GPS
2.0,8,0.35,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
2.97,14,0.049,0.5925,CAUTION,Poor_GPS
2.59,17,0.352,0.64,CAUTION,Poor_GPS
1.98,14,0.429,0.6425,CAUTION,Medium_GPS
1.34,9,0.052,0.6125,CAUTION,Good_GPS
1.9,13,0.694,0.5925,CAUTION,Medium_GPS
1.98,18,0.095,0.77,CAUTION,Medium_GPS
1.97,6,0.091,0.5425,SWITCH_TO_NON_GPS,Medium_GPS
0.54,18,0.357,0.8425,CAUTION,Good_GPS
1.45,11,0.404,0.6425,CAUTION,Good_GPS
0.69,13,0.012,0.795,CAUTION,Good_GPS
2.6,21,0.551,0.625,CAUTION,Poor_GPS
3.19,15,0.166,0.5675,CAUTION,Poor_GPS
3.13,20,0.394,0.5625,CAUTION,Poor_GPS
3.11,14,0.305,0.44,SWITCH_TO_NON_GPS,Poor_GPS
0.65,19,0.334,0.8425,CAUTION,Good_GPS
1.32,12,0.012,0.6825,CAUTION,Good_GPS
1.26,20,0.24,0.765,CAUTION,Good_GPS
3.0,18,0.301,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.96,13,0.215,0.6425,CAUTION,Medium_GPS
3.02,12,0.231,0.44,SWITCH_TO_NON_GPS,Poor_GPS
3.3,12,0.327,0.44,SWITCH_TO_NON_GPS,Poor_GPS
3.02,9,0.463,0.37,SWITCH_TO_NON_GPS,Poor_GPS
3.29,7,0.474,0.37,SWITCH_TO_NON_GPS,Poor_GPS
